brand,series,collection,productName,subTitle,productId,imageUrl
Balenciaga/巴黎世家,Hourglass,,黑色 牛皮 沙漏包 27 6196681IZHY1000,粒面|牛皮,199727,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/3488972054959245968.png
Balenciaga/巴黎世家,Hourglass,,白色 皮革 沙漏包 23 5935461LR6Y9016,鳄鱼纹|皮革,199724,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/6864632896887498319.png
Balenciaga/巴黎世家,Hourglass,,灰色 牛皮 沙漏包 22.9 593546-1LR6Y-1303,压花|牛皮,199728,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/8093729915702339809.png
Balenciaga/巴黎世家,Hourglass,,白色 织物 沙漏包 22.9 5935462AAB19000,光面|织物,199708,https://sr.aihuishou.com/image/735484522696391754.png
Balenciaga/巴黎世家,Hourglass,,墨绿色 牛皮 沙漏包 22 5935461LRGM3011,鳄鱼纹|牛皮,199715,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/9183895099919471715.png
DIOR/迪奥,Lady Dior,,磨砂黑色 牛皮 戴妃包 17 M0505SLOI-M989,链条|牛皮,207983,https://sr.aihuishou.com/image/6133477614235659583.png
DIOR/迪奥,Lady Dior,,黑色拼黑金 牛皮 戴妃包 17 M0505OWCB-M900,撞色|牛皮,207982,https://sr.aihuishou.com/image/7176782341056564462.png
DIOR/迪奥,Lady Dior,,黑色 羊皮 戴妃包 20 M0538ONGE-M900,纯色|羊皮,207753,https://sr.aihuishou.com/image/910306411695555460.png
DIOR/迪奥,Lady Dior,,胭脂粉色 羊皮 戴妃包 17 M0505ONGE-M413,链条|羊皮,207991,https://sr.aihuishou.com/image/7157963894119275641.png
DIOR/迪奥,Lady Dior,,磨砂黑色 牛皮 戴妃包 20 M0538SLOI-M989,车缝线|牛皮,208002,https://sr.aihuishou.com/image/529120162823611641.png
DIOR/迪奥,Lady Dior,,乳灰色 羊皮 戴妃包 17 M0505OADU-M11G,车缝线|羊皮,207993,https://sr.aihuishou.com/image/9145332416458034442.png
DIOR/迪奥,Lady Dior,,胭脂粉色 羊皮 戴妃包 20 M0538OBDU-M413,羊皮,207759,https://sr.aihuishou.com/image/9131262718980505331.png
DIOR/迪奥,Lady Dior,,黑色 羊皮 戴妃包 17 M0505OCAL-M900,车缝线|羊皮,207989,https://sr.aihuishou.com/image/2699990764580563700.png
DIOR/迪奥,Lady Dior,,奶白色 羊皮 戴妃包 17 M0505OCAL-M030,车缝线|羊皮,207994,https://sr.aihuishou.com/image/5195713333562975619.png
DIOR/迪奥,Lady Dior,,樱桃红色 羊皮 戴妃包 17 M0505OWCB-M323,链条|羊皮,208997,https://aihuishou-internal.oss-cn-hangzhou.aliyuncs.com/image/3368868136365971244.png
DIOR/迪奥,Lady Dior,,红色 羊皮 戴妃包 20 M0538OCAL-M52R,格纹|羊皮,207755,https://sr.aihuishou.com/image/6096755999343380549.png
DIOR/迪奥,Lady Dior,,脏粉色 羊皮 戴妃包 24 M0565ONGE-M413,格纹|羊皮,207772,https://sr.aihuishou.com/image/2417898325589099835.png
DIOR/迪奥,Lady Dior,,黑色 牛皮 戴妃包 24 M0565OWCB-M900,格纹|牛皮,207763,https://sr.aihuishou.com/image/7431131555743899809.png
DIOR/迪奥,Lady Dior,,黑色 帆布 戴妃包 17 M0500PRTC-M911,亮片|帆布,207990,https://sr.aihuishou.com/image/447124909334797284.png
