ID,Name,Max Price (CNY),Brand ID,Category ID,Image URL,Banner Image,Biz Type,Type,Is Environmental Recycling,Marketing Tag
225358,苹果 iPhone 17,5460,52,1,https://sr.aihuishou.com/image/6334753585710430212.png,,1,0,False,
225361,苹果 iPhone 17 Pro,8800,52,1,https://sr.aihuishou.com/image/7420830812545792684.png,,1,0,False,
225362,苹果 iPhone 17 Pro Max,11800,52,1,https://sr.aihuishou.com/image/8355580892671073691.png,,1,0,False,
43510,苹果 iPhone 13,1600,52,1,https://sr.aihuishou.com/image/6969548268646858514.png,,1,0,False,
